"Dest","Source","Style","SourceNum","Mode"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","1","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","2","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","3","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","4","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","6","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","7","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","8","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","9","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","11","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","12","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","13","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","14","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","16","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","17","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","18","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_³²","¾î¼¼½Å_³²","19","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","1","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","2","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","3","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","4","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","5","4","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","6","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","7","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","8","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","9","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","10","4","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","11","0","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","12","1","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","13","2","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","14","3","pallete_local_underscore_assassin_cycle_0_4"
"¾î¼¼½Å_¿©","¾î¼¼½Å_¿©","15","4","pallete_local_underscore_assassin_cycle_0_4"
