"Base","Style","Variant","ShirtIndices","ShortIndices","Mode"
"Á¦Ã¶°ø_³²","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"Á¦Ã¶°ø_³²","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_female_riding","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"whitesmith_male_riding","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_¿©","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"È­ÀÌÆ®½º¹Ì½º_³²","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_female_riding","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"merchant_male_riding","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_¿©","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","2","teal_lime","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","3","blue_gold","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","4","red_blue","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","5","orange_teal","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","6","gold_purple","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","7","purple_pink","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","8","pink_green","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","9","green_blue","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","10","navy_orange","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","11","wine_cream","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","12","dark_silver","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","13","brown_ivory","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","14","cyan_violet","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","15","fire_sky","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","16","peri_red","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","17","lime_purple","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","18","violet_rose","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","19","rose_teal","24..31","40..47","job10_stronger_shirt_colors"
"»óÀÎ_³²","20","teal_orange","24..31","40..47","job10_stronger_shirt_colors"
